Feature	N	A	V	AV
mfcc''6	0.0029544534833880914	0.397628179704443	0.151964029129334	0.05913346016865692
mfcc''7	0.12774690226478247	0.9234504028186521	0.15613848109348388	1.0701032838468922
mfcc''8	0.05931534575373388	0.33127366311860235	0.06818784117886328	0.5155077976073363
mfcc''9	0.026248964006713026	0.4108970370219446	0.20393421699841338	0.37151778940814784
mfcc''10	0.016448255089410727	0.41728071649951465	0.04862870039717278	0.09909175787924215
mfcc''11	0.024632345279490615	0.15330733249004744	0.13600795837501012	0.08846405009650016
mfcc''12	0.05202341354670218	0.6209181178629681	0.026554821286164442	0.3317262690311265
ZCR	0.17666705885313821	0.3614712631006537	0.12292398476565282	1.297931720731258
Spectral contrats	0.06422700056162126	1.4160074168521115	1.3488806335556407	0.7108674787791879
moyenne gris	376.09491497000795	2898.7515690193486	285.59571027141226	2898.228032506138
variance gris	29.55154390598086	204.62544951267697	35.05075360408733	248.46255392453438
moyenne bleu	37.05019489786987	276.71550614414673	23.16785875984656	281.7296905947221
variance bleu	32.41580763034039	276.94678347640917	41.20874598719944	263.0380199162531
moyenne vert	117.7290825202127	907.2370265193408	90.18788308367893	908.2145757559305
variance vert	13.257801320154135	95.5700511809192	16.839583459567717	111.88249108178633
moyenne rouge	79.39423458084482	617.8039536334765	63.16137540641324	613.8230260511195
variance rouge	3.8754965569985202	26.53309703029352	4.743150720250014	32.83327557519074
moyenne saturation	117.72908252020326	907.2370265192678	90.18788308367185	908.2145757558578
variance saturation	13.257801320158112	95.57005118094997	16.83958345957065	111.88249108181684
moyenne luminosité	79.39423458086773	617.8039536336532	63.161375406430736	613.8230260512962
variance luminosité	3.875496557003544	26.533097030332076	4.7431507202535235	32.83327557522912
moyenne teinte	18.211418442967084	148.2493803699382	21.71634529275232	147.8512434435816
variance teinte	0.5302270588050507	0.953992867184962	1.0361800540514545	5.608509137187602
Histogramme bleu 0	0.45909962533501514	3.3382367580795314	1.46164863031413	4.918398341371002
Histogramme bleu 1	0.10665896610921105	4.648930890832031	2.299641274219223	0.6911485536114492
Histogramme bleu 2	0.22817745684473315	2.490664531079556	2.7621679334282225	0.716641528364231
Histogramme bleu 3	0.9346525890276929	2.02257998960886	1.8236565353531888	5.43596864060963
Histogramme bleu 4	1.8032394665704397	9.600001825588379	1.5527478232918073	15.164436785072747
Histogramme bleu 5	2.8886595700171003	4.438030428150647	8.214393689046675	14.158412345430728
Histogramme bleu 6	0.522093835158231	0.9395936138039199	2.5708006368877276	1.6845548917394406
Histogramme bleu 7	0.19587766625955316	0.2926926178599486	0.7684683334966806	0.8519517839634076
Histogramme bleu 8	1.5103495910063218	10.152330091431784	1.2169388495644526	9.174044411762246
Histogramme bleu 9	2.0365091454282944	13.639738837420902	4.906076307121777	8.475474428385246
Histogramme bleu 10	5.598287880046895	34.8552071184207	17.10838905221261	60.54777640921319
Histogramme bleu 11	0.15290443715773513	2.188019832549917	0.01262325542780008	0.7779082255978824
Histogramme bleu 12	0.24151452569165074	2.5936656398662983	0.060037066590198654	1.5348532000508264
Histogramme bleu 13	0.37776678438083494	3.1529198118742023	0.9826908822320773	3.6847328968396478
Histogramme bleu 14	5.111097101258588	39.02998504269439	3.6542336357827945	39.20387587902905
Histogramme bleu 15	0.7139709808174722	12.096496951156334	3.0596516822029836	6.904781566412297
Histogramme teinte 0	20.170465548704776	152.37770096747323	1.5528525687161963	139.72128807533974
Histogramme teinte 1	3.090574476762027	20.791953762429067	0.40968299470583885	22.237700980924455
Histogramme teinte 2	5.474855204611047	35.857686753291524	0.5918719219866241	39.47107135569792
Histogramme teinte 3	0.017050788315526883	0.2906625782191672	0.019312888919005816	0.1001474662486466
Histogramme teinte 4	0.1872772352160678	1.4761222320464706	0.1068404613138022	1.3928817271142586
Histogramme teinte 5	0.19739911719090125	1.4503399651914561	0.09486029603837302	1.4726838916380764
Histogramme teinte 6	0.06280607158854402	6.158838886642547	2.5037471954279398	2.037571692290304
Histogramme teinte 7	0.5492844239283253	3.666721660680431	0.9125432864685812	4.963942277260612
Histogramme teinte 8	2.8097579463661972	20.040917464978133	0.9673934583823286	20.651164017099127
Histogramme teinte 9	0.3072772061477002	3.207758962050252	1.331289564150694	3.47667411615223
Histogramme teinte 10	0.4792112919845188	4.0563893806515114	0.9013673527338506	4.247338910751302
Histogramme teinte 11	0.024521683909837534	0.19554312940938456	0.31032982105807283	0.5363788146870865
Histogramme teinte 12	0.0027918735750927562	0.19597273408595453	0.2175712668181973	0.33236463333611005
Histogramme teinte 13	1.780607969311995e-12	1.3730709724009549e-11	1.1196859653118922e-12	1.3441810711905854e-11
Histogramme teinte 14	2.440773222072464e-12	1.876236197138034e-11	1.7827028190093606e-12	1.873639156890437e-11
Histogramme teinte 15	4.530087442906607e-12	3.5022816261129206e-11	3.4962615340584023e-12	3.495047972260275e-11
Histogramme vert 0	1.910418692939805e-12	1.4731669390786744e-11	1.306057905713724e-12	1.4547081240074005e-11
Histogramme vert 1	0.6402365554815445	12.846677412774353	6.433068636193795	10.117844760971991
Histogramme vert 2	0.6673923809332529	2.4943092159490883	5.49709964147028	0.17614439691031036
Histogramme vert 3	0.11691131487627197	12.461588533643772	9.698293445245273	7.5474711638410765
Histogramme vert 4	1.2470483198545643	26.85638247420477	15.797880783907187	23.169397657564865
Histogramme vert 5	2.3630344035977484	23.976188898483066	7.621556187281661	23.775078626495933
Histogramme vert 6	0.7243858769535346	8.711649490151098	0.9511389098528183	5.298547026086165
Histogramme vert 7	3.0474430664338534	22.89940950432238	0.233583049417552	20.579440525300047
Histogramme vert 8	0.6520514442807677	4.72900760159892	0.7984672123662842	5.460080974889431
Histogramme vert 9	2.605220798635845	13.234814721357022	1.7847094650987867	17.244392371134282
Histogramme vert 10	0.06691447557514807	1.5019392893067127	0.396361105419248	0.6883950995015469
Histogramme vert 11	0.20738289354339015	1.3463678256015277	0.30386732524209087	1.8347649423229728
Histogramme vert 12	0.558343341855306	6.695363408837831	1.2300357528619867	4.683284993975858
Histogramme vert 13	0.20276766408611605	1.8786808958544343	0.15875623999921526	1.4911865580200445
Histogramme vert 14	1.0085659257930346	5.6399653173920985	1.7158520375224844	5.323596918161593
Histogramme vert 15	0.09464565447837905	0.581973879011892	0.9277902710222616	1.7893945218182263
Histogramme saturation 0	1.6215144012645502	6.658016899470459	3.297572489162076	8.502245439546689
Histogramme saturation 1	0.3398641744232425	0.8697250711388553	0.532461280794304	2.100229291385344
Histogramme saturation 2	0.5080346025005303	5.947410898037094	1.109881186266329	4.285456678963002
Histogramme saturation 3	1.7718793740294525	12.933032786579908	0.9969477799849995	13.413882659893725
Histogramme saturation 4	0.43268585387093805	4.779908100240737	1.18192828418386	4.002662666398289
Histogramme saturation 5	0.3219104723121114	2.2676854404300113	0.9233043190646794	3.3449674625323005
Histogramme saturation 6	1.3384978090680462	20.830407611576028	6.946752857364859	14.84393105879125
Histogramme saturation 7	0.5792703970066706	8.864537373329025	0.9244249934495525	3.9698787512654663
Histogramme saturation 8	1.4765259812251077	15.569412968218732	3.832821909502963	13.600155671067448
Histogramme saturation 9	1.5649657933767727	12.384715662313104	1.640753005913102	12.522250826053728
Histogramme saturation 10	0.26586198150536405	4.811522705766331	1.2058693045919495	2.5757980257225226
Histogramme saturation 11	1.3364553768455885	10.264831576445461	1.1341288930500328	10.450319954224149
Histogramme saturation 12	0.5479164043229838	1.0347863244770954	0.8861904328902798	3.4423309594547646
Histogramme saturation 13	0.23659864430837482	1.5711381149140744	0.20812828791919769	1.4208950882046096
Histogramme saturation 14	0.6143817618819599	3.255371017160023	0.8996937667327509	3.46107113099436
Histogramme saturation 15	0.3103642292425141	2.296221056420796	0.07269772592944627	2.0461532143482963
Histogramme rouge 0	0.009261857308469448	0.2837884053916512	0.1118145927891887	0.14489997907927224
Histogramme rouge 1	2.689970613658686	23.823457474508235	2.214824320222814	20.1809231346685
Histogramme rouge 2	6.840382096100902	57.01503016609719	3.366994648267005	49.47873085480231
Histogramme rouge 3	2.4378508726189794	17.126665907809784	1.2799373337131337	15.445987297511472
Histogramme rouge 4	1.7427305342378752	11.762785706306213	2.1671773962879546	9.660858620871352
Histogramme rouge 5	0.04584253169035711	4.633945653439038	0.8964950856289194	0.3395366168152151
Histogramme rouge 6	2.2934232295050387	20.746903902173717	2.6227216228697534	17.97830389777405
Histogramme rouge 7	0.8849106990398314	6.954416238081094	0.3266193337077365	6.37332868758335
Histogramme rouge 8	0.7722076859157118	8.346821132736146	2.939583424613948	8.181639333156706
Histogramme rouge 9	3.0053008567721737	22.56798385263404	1.8488203869377957	22.78603695827573
Histogramme rouge 10	1.295788283077021	12.410062307029756	2.833871415379918	11.607469741841886
Histogramme rouge 11	0.206338055844616	0.3918475164265748	0.21054813322072075	1.9469959049126404
Histogramme rouge 12	1.8651124422013965	22.05993813794224	0.10519641085517692	10.928696164618453
Histogramme rouge 13	0.1497910004295988	0.295784902018374	0.6398364552031311	1.9933049115442203
Histogramme rouge 14	1.6947616632629483	9.740374274872638	1.8559968526488457	10.110427335626067
Histogramme rouge 15	1.1897196671719616	11.33338687503708	2.0735136414599102	10.039991992819283
Histogramme luminosité 0	0.0879027029352487	1.388860032473684	0.3382701162041929	0.8286379339596099
Histogramme luminosité 1	0.6063286515603545	8.54676254525798	2.2256172558251928	5.839041535954069
Histogramme luminosité 2	7.292373002917257	78.62118165870011	18.474186494612546	66.20311235514146
Histogramme luminosité 3	2.429830999554244	28.644484079697218	6.21140968528162	21.528351766810154
Histogramme luminosité 4	3.014858983506337	36.987362006943734	7.761733762020205	26.424351439485758
Histogramme luminosité 5	0.2552229304161006	11.655010825148493	6.964604831112768	3.2733041349756444
Histogramme luminosité 6	2.363967499059985	28.697389642596175	8.219574326187537	23.346464749087538
Histogramme luminosité 7	0.0855413587482439	0.13456729326367092	0.1182765989587203	0.9167271218419747
Histogramme luminosité 8	4.009145724396649	23.120589139618613	3.5395457138573287	24.916319184289396
Histogramme luminosité 9	2.4043932327795323	9.009315727385454	9.968336874509117	6.741593314246566
Histogramme luminosité 10	6.917438505075237	44.29277810375701	17.72049321916965	70.42524151903994
Histogramme luminosité 11	1.6733701220113817	19.63525674301672	0.4629556627986263	10.284417855068076
Histogramme luminosité 12	2.799332510999251	30.807299018638446	0.2775319972973262	17.10780638529464
Histogramme luminosité 13	0.3031225044028951	2.037110413085153	0.8196590401174557	3.114181854443669
Histogramme luminosité 14	3.5598053569128356	27.381968811956234	2.374060221343239	27.05191424749221
Histogramme luminosité 15	0.3690300723328678	8.952012873182424	2.780988071266715	4.345189999913413
