Feature	N	A	V	AV
mfcc''9	0.0007588036278798356	0.3238156754832971	0.24202644772549559	0.20395558100333802
mfcc''10	0.04328602207438045	0.6283380158638032	0.06384500180734139	0.2987024220077749
mfcc''11	0.023043652862171148	0.09374948612283741	0.1101364233910753	0.09109496251473725
mfcc''12	0.010580756866917125	0.42203500776887276	0.03600656713352509	0.031908501114759326
ZCR	0.19116173655646274	0.5675418031754286	0.056988939483996054	1.4523203638860012
Spectral contrats	0.028418801277597095	1.6733023586781328	1.2131879730635258	1.2897618937065647
moyenne gris	378.88948114264025	2882.4957325797563	269.11185819001287	2906.726321228531
variance gris	29.474661546966598	203.81978997654912	34.69054687055363	247.56098254416798
moyenne bleu	37.49421958348851	274.9810165991956	20.878558572660584	283.2675044360959
variance bleu	31.95080235939793	277.1857675180895	43.18239287008231	261.3054424919474
moyenne vert	118.6341847242855	901.7062476706277	84.64015240642028	910.7818798047821
variance vert	13.184475861513318	95.03021551429283	16.751867876589372	111.27293103092228
moyenne rouge	79.82477953139639	615.0906589696884	60.685068017850014	615.25898934885
variance rouge	3.8414049265289103	26.791419874827493	4.96930130805433	32.74493887458432
moyenne saturation	118.63418472427685	901.7062476705621	84.64015240641368	910.781879804715
variance saturation	13.184475861507742	95.03021551425071	16.751867876585234	111.2729310308792
moyenne luminosité	79.82477953142244	615.0906589698861	60.68506801786868	615.2589893490501
variance luminosité	3.841404926509562	26.791419874681083	4.969301308040436	32.74493887443551
moyenne teinte	18.15824580309491	147.83428171346472	21.719778599860884	147.4951924359073
variance teinte	0.6747976957958008	0.3765472664672636	0.1368653692698525	5.928134177192666
Histogramme bleu 0	0.4591541026220279	3.270714012604442	1.4181730018015108	4.883334407549064
Histogramme bleu 1	0.07407630655216944	5.5639804424488934	2.6649135588515573	1.1876260252124615
Histogramme bleu 2	0.12887701117754705	4.065203004561183	3.240664334415999	1.7666519388913384
Histogramme bleu 3	0.862896846642318	0.8975419734865014	2.1133476155480144	4.741199468847654
Histogramme bleu 4	1.7450357832977308	6.914439365519684	0.3222426198111298	13.84250550383234
Histogramme bleu 5	2.7909785422041673	4.162546995515027	7.8779376355537085	13.780457279590905
Histogramme bleu 6	0.4974047377231268	1.0648347758215297	2.4913268730774956	1.5959382852406316
Histogramme bleu 7	0.15093534536505868	0.5901365895879357	0.7610848568078822	0.5433409374820075
Histogramme bleu 8	1.3806843003364881	10.409350276437673	0.5961554903844096	8.728732708270174
Histogramme bleu 9	1.736631483102039	18.1265413406055	0.8762772528364484	9.59933797367747
Histogramme bleu 10	4.935077678827897	35.08072785496136	19.488711314375	57.584907070637456
Histogramme bleu 11	0.1589004148489317	2.279465314231752	0.0035789572146923314	0.8270124843237652
Histogramme bleu 12	0.25179000263396795	2.7238270803092326	0.06649578540528918	1.59999146675065
Histogramme bleu 13	0.390137429229124	3.42620173141518	1.0814102733920732	3.8435093201181534
Histogramme bleu 14	5.028345556692743	40.24787030972088	4.6622147211672695	39.3944660590125
Histogramme bleu 15	0.7218152783078653	12.29343807738115	3.1493032589359244	7.032057557418812
Histogramme teinte 0	18.713732029693894	160.42649904143332	11.541992926662683	137.06592510032243
Histogramme teinte 1	3.123226289837343	20.54946710671154	0.1898941050882722	22.31728865672872
Histogramme teinte 2	5.634723643411065	35.60617471188086	0.11145568846477102	40.078400687647715
Histogramme teinte 3	0.02524842293331124	0.33851449998138006	0.023925980203697454	0.16513231046710886
Histogramme teinte 4	0.18808739447482173	1.5088321380086098	0.12402151289803898	1.4124858784431154
Histogramme teinte 5	0.19323711258715764	1.443893213432275	0.10420856784182536	1.4493214912950003
Histogramme teinte 6	0.03995049588767153	5.8172351439211	2.4373100309024416	1.843098204255056
Histogramme teinte 7	0.5315369063090252	3.7622416873873963	1.020529224407438	4.915805204295083
Histogramme teinte 8	2.877540001612833	19.828150231323193	0.6166659167532532	20.871720310325422
Histogramme teinte 9	0.27387301469511094	3.036674441197049	1.3634648739753206	3.267021684556159
Histogramme teinte 10	0.46697838832972244	4.115414792650912	0.9925399450066251	4.23585126566894
Histogramme teinte 11	0.010273817037970374	0.188479452550294	0.3615498550008756	0.47573266989271135
Histogramme teinte 12	0.015043843124303487	0.17364186143461843	0.3143493912865611	0.28791440888205055
Histogramme teinte 13	2.96832053979284e-12	2.266381998420375e-11	2.220557503710001e-12	2.2886468963757894e-11
Histogramme teinte 14	3.3393365489626123e-12	2.5198220485740047e-11	2.4100196078298344e-12	2.5714521366940205e-11
Histogramme teinte 15	1.467400644085169e-12	1.0743038451161752e-11	1.2223193363733812e-12	1.1575546126128572e-11
Histogramme vert 0	2.7579396024364024e-12	2.084229568322245e-11	2.0500269015195345e-12	2.130117395562851e-11
Histogramme vert 1	0.6269018427143643	12.574210293330744	6.416064838358419	10.048269625958516
Histogramme vert 2	0.6582517928254047	0.9051128965150864	4.636806381065026	0.3859682148957489
Histogramme vert 3	0.10167705167318851	10.816444553420542	8.728953064578441	6.921429749705482
Histogramme vert 4	1.1447229521752107	25.179863810534496	15.274651847864167	22.064503984882485
Histogramme vert 5	2.2210493052353653	22.60065791204578	7.345785304805667	22.548605707769276
Histogramme vert 6	0.6741562659308172	8.534936524808472	1.0100138239748395	4.976191766838844
Histogramme vert 7	2.9256644001674834	22.551780915327463	0.060190786327767906	19.81486505871361
Histogramme vert 8	0.6561858063396904	4.660395561710336	0.7338180047346933	5.435357777171556
Histogramme vert 9	2.5211206001423236	13.133551935345194	1.505380330625687	16.87343309049167
Histogramme vert 10	0.000674975543671557	1.3975059322517822	0.5605792881460856	0.3237772580498005
Histogramme vert 11	0.2298910085468121	1.4112574643407494	0.2523363629419804	1.952613948658457
Histogramme vert 12	0.580887319353908	6.825587596898489	1.198738977058701	4.809709253178329
Histogramme vert 13	0.18263322911004942	1.9734776534297183	0.30310036291268205	1.4660109356981124
Histogramme vert 14	1.0367307387813813	5.670332559796596	1.8428717220259014	5.408646226573735
Histogramme vert 15	0.05854455783534387	0.33146518618603954	0.9423208588167058	1.5546094363837153
Histogramme saturation 0	1.7210187300680277	7.208159704860094	3.448531564945665	9.050928071344307
Histogramme saturation 1	0.31664701475571955	0.5556596462389679	0.6358932912108777	1.851635419551526
Histogramme saturation 2	0.5263440540113095	6.194043366686493	1.155441888654657	4.438676621035296
Histogramme saturation 3	1.787264449537744	12.981365688096917	0.952524386383722	13.482458189745186
Histogramme saturation 4	0.43541721936982336	4.732011316880749	1.1437882406002937	3.9924242750580494
Histogramme saturation 5	0.29419113711816164	2.0288586745129185	0.8331578634874681	3.0548345406204396
Histogramme saturation 6	1.4134312102243167	22.019652250976176	7.330060951351383	15.66261436570633
Histogramme saturation 7	0.5625258664704655	9.557984518893587	1.3907109803769693	4.213203899375414
Histogramme saturation 8	1.6780842125607884	16.2102968877024	3.3431660931476412	14.607148775241148
Histogramme saturation 9	1.551915235765089	12.839913731449274	2.0008402653180415	12.72871931002983
Histogramme saturation 10	0.34788485941791386	5.133178386920733	1.0878194915109471	3.0679019581027887
Histogramme saturation 11	1.3081477286844845	10.590603692652381	1.4082634875780955	10.453128559681147
Histogramme saturation 12	0.5386969430222093	1.010176789421328	0.8664664037202969	3.3919234965019633
Histogramme saturation 13	0.23643266696850965	1.7969811991746552	0.07623063419216966	1.5221442964363108
Histogramme saturation 14	0.5915986166517139	3.207174204302366	0.8494373183270926	3.3352365459408135
Histogramme saturation 15	0.31292775734882694	2.379832624532611	0.03592696038885414	2.0919893664916267
Histogramme rouge 0	0.007175006936155199	0.08498221059619457	0.057745393125703696	0.013920278149356376
Histogramme rouge 1	2.817909518909347	24.96098525254578	2.34823695868601	21.173257808996095
Histogramme rouge 2	6.997075800376646	59.52585745211983	4.110836948521792	51.11580111943528
Histogramme rouge 3	2.5371620159954826	18.39115419200623	0.9449039483983327	16.400114308458903
Histogramme rouge 4	1.7872147695057492	13.173992868900257	1.5377374789126546	10.455596387220403
Histogramme rouge 5	0.0636475969685854	4.787290608901746	0.883725926896084	0.44135829000794746
Histogramme rouge 6	2.27668340740354	20.96962695415557	2.7915595393096986	17.980673632590698
Histogramme rouge 7	0.9072746082390137	7.053380418334386	0.2815214123370594	6.489307056788826
Histogramme rouge 8	0.7818770304038879	8.318346533047146	2.8952557790920657	8.219469726615749
Histogramme rouge 9	2.9470041075695037	21.985750713493726	1.7365416225295205	22.287863545902002
Histogramme rouge 10	1.2864835769376366	12.892219666107014	3.139386263945619	11.774575523320008
Histogramme rouge 11	0.07766856265829926	0.05398092307448031	0.5061316701177526	1.2664286440679582
Histogramme rouge 12	1.9607238730391445	22.273310407861715	0.24053205596862356	11.292754386422864
Histogramme rouge 13	0.2560636253829532	0.717455661862717	0.5048624406294492	2.651204965705339
Histogramme rouge 14	1.6408852538117278	10.296995238850178	1.3686071817121002	10.090141974645901
Histogramme rouge 15	1.161875467447942	11.528188875624563	2.2880069329981327	10.007429054590002
Histogramme luminosité 0	0.10059825126300535	1.4107897180726168	0.2982649452835195	0.8856019398956663
Histogramme luminosité 1	0.643860968359077	8.929751208267803	2.302200065710718	6.162926818669106
Histogramme luminosité 2	7.512302738077473	81.34020710180876	19.109045732278528	68.2077803162548
Histogramme luminosité 3	2.6108784731051204	29.669349070807684	6.089876882567935	22.704064019525656
Histogramme luminosité 4	3.128166003652502	38.295853197443385	8.009712097275658	27.385048712991555
Histogramme luminosité 5	0.26010497824797824	11.443405897489916	6.805380919261951	3.092076575529832
Histogramme luminosité 6	2.3481408420741983	28.73443777989682	8.232187636499305	23.215161391099887
Histogramme luminosité 7	0.10573573947451921	0.0992016631601827	0.045660274685845055	0.9964743544956718
Histogramme luminosité 8	3.664772739258785	23.044463557347115	2.31286541142462	23.413867263641272
Histogramme luminosité 9	2.0282663497315214	13.385816215274206	5.698225016070401	7.518158600310458
Histogramme luminosité 10	6.2637744625503435	43.31754336679745	19.369218239197377	66.9629568716574
Histogramme luminosité 11	1.7472139559510798	20.376981868422618	0.5261987326154769	10.81992640730388
Histogramme luminosité 12	2.8299932242569734	31.161784513342997	0.1516973994508849	17.136834126245375
Histogramme luminosité 13	0.3502695997013805	3.345050130561447	1.373215347384528	3.8664422966421825
Histogramme luminosité 14	3.5247025573435606	28.126139970834025	2.9194899139529387	27.218226562543258
Histogramme luminosité 15	0.4017653317937817	8.901059370559986	2.6278007157195087	4.458442639416635
